Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
PLMB-25-100,Plumbing Permit,Residential Plumbing Permit,Water Heater,6/25/2025 19:17,Residential,"1239 SOUTHWOODS LN SE, NORTH CANTON, OH 44720",759,New Phoenix Enterprises dba APPC Plumbing Services,replace 50 gal elec hwt $759 for Elizabeth Brookshire 234-542-7428
PLMB-25-99,Plumbing Permit,Residential Plumbing Permit,Water Heater,5/6/2025 15:34,Residential,"215 LINDY LANE AVE SW, NORTH CANTON, OH 44720",1500,By-tor Contracting Inc,replacement water heater
ROOF-25-58,Roof Permit,Residential Roof Permit,New/ Re-Roof,5/7/2025 13:26,Residential,"1384 FARRELL ST SE, NORTH CANTON, OH 44720",10000,The Third Estimate,removing 2 layers of existing roof materials on house and garage and replacing with owens corning asphalt shingles. haul away debris
HVAC-25-112,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/6/2025 12:53,Residential,"527 WOODSIDE AVE SE, NORTH CANTON, OH 44720",4000,Bourlas Construction Inc,
RBLD-25-62,Residential Building Permit,Residential Building Permit,New Accessory Structure,5/22/2025 20:18,Residential,"1421 RADFORD ST NE, NORTH CANTON, OH 44720",8000,,building a deck 
RBLD-25-61,Residential Building Permit,Residential Building Permit,Other,6/3/2025 18:36,Residential,"530 HARMON ST SW, NORTH CANTON, OH 44720",10000,,Removal and replacement of old Retaining wall on the west side of Property in 2 sections.  One on the north side of the driveway and one on the south side of the drive way. The north side wall will run parallel to the home in two tiers spaced 8 feet apart with a 4 foot walk path and garden beds between. The south wall will run perpendicular to the south side of the house with a break in it with stairs and a pathway entering the back yard from the driveway.  The new section of driveway will be placed on the southside of the current drive extending from the new retaining wall to the street at a width of 12 feet.  The curb will be modified to allow access from the street.
HVAC-25-111,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/12/2025 18:17,Residential,"553 W MAPLE ST, NORTH CANTON, OH 44720",6387,Miracle Plumbing & Heating Co. Inc,
ELCT-25-66,Electrical Permit,Residential Electrical Permit,New Service/Change,5/6/2025 12:06,Residential,"723 BACHTEL ST SE, NORTH CANTON, OH 44720",3983,Heartland Home Service dba Blind and Sons LLC,Replace 100amp service with exterior disconnect & all necessary grounding updates to bring up to code standards Job 1163962
PLMB-25-98,Plumbing Permit,Residential Plumbing Permit,Water Heater,5/5/2025 19:34,Residential,"711 PENNY ST SE, NORTH CANTON, OH 44720",1950,Miracle Plumbing & Heating Co. Inc.,Installed a new 40 gallon hwt
RBLD-25-59,Residential Building Permit,Residential Building Permit,Alteration/Remodel,5/16/2025 16:50,Residential,"1421 CASTLEWOOD AVE SW, NORTH CANTON, OH 44720",25000,Ohio State Home Services,interior and exterior drain tile with sump pump 
RBLD-25-60,Residential Building Permit,Residential Building Permit,New Accessory Structure,5/22/2025 20:06,Residential,"1488 NEW ENGLAND DR SE, NORTH CANTON, OH 44720",3441.82,Swiss Valley Fence,adding a 4ft x 8ft addition to an existing deck
RBLD-25-58,Residential Building Permit,Residential Building Permit,Addition,5/28/2025 18:16,Residential,"1200 CLINTON AVE SE, NORTH CANTON, OH 44720",80000,Smith Development Corporation,"New porch, new living space over existing garage"
PLMB-25-97,Plumbing Permit,Commercial Plumbing Permit,Other,5/5/2025 13:30,Commercial/Industrial,"1405 PORTAGE ST NW, NORTH CANTON, OH 44720",400,J L Kolp Plumbing Heating & Cooling,Replace Gas Valves on Boiler and Water Heater for Building
HVAC-25-113,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Other,5/6/2025 15:15,Commercial/Industrial,"1535 N Main St, North Canton, OH 44720",17458.16,Total Line Refrigeration LLC,
LTRL-25-51,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,7/22/2025 14:39,Residential,"315 W MAPLE ST, NORTH CANTON, OH 44720",8731.33,Canton Stark County Sewer Cleaning Inc dba Roto Rooter,"Mechanical excavation in front yard of the home to expose and remove flawed section of sanitary main lateral sewer approximately up to 12 ft long and 6.5-7 ft deep. Hydro scrub line out to city main and camera inspect once clear. Install new PVC pipe and fittings including full sized clean out access. Commercial descaling with hydro jet. Bed repair in stone and backfill to a mound allowing for natural settle. Customer is aware that excavation is exploratory in nature as we cannot see the condition of the entire lateral sewer line, if any further issues are found, solutions will be given once visually verified. Roto Rooter not responsible for any damage to or replacement of any concrete or landscaping. Roto Rooter to pull all permits and schedule all required inspections. 10 year parts and labor warranty on replaced sections only. "
RBLD-25-57,Residential Building Permit,Residential Building Permit,Alteration/Remodel,5/22/2025 19:15,Residential,"833 HARMON ST SW, NORTH CANTON, OH 44720",5650,"Pioneer Basement Solutions, LLC",installing 12 KNFT exterior waterproofing with an exterior sump pump. dedicated GFCI outlet already present for sump pump. 
PLMB-25-96,Plumbing Permit,Residential Plumbing Permit,Other,5/2/2025 14:38,Residential,"212 AFTON CIR SW, NORTH CANTON, OH 44709",250,"That Handyman, LLC dba That Plumber",Replace corroded shut off
DEMO-25-6,Demolition Permit,Demolition Permit,Major (any stucture larger than 200 sq. ft.),5/2/2025 13:58,Residential,"441 N MAIN ST, NORTH CANTON, OH 44720",15500,Ray Bertolini Trucking Co,
DEMO-25-5,Demolition Permit,Demolition Permit,Major (any stucture larger than 200 sq. ft.),5/2/2025 13:56,Residential,"461 North Main Street, North Canton, OH 44720",11000,Ray Bertolini Trucking Co,
ELCT-25-82,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",6/5/2025 12:35,Residential,"443 HEATHER CIR NE, NORTH CANTON, OH 44720",1675,"Gragg Electrical Services, LLC",Install 50 Amp Hot tube sub panel. Running 6/3 Romex into the back of spa sub panel
ELCT-25-64,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",5/1/2025 16:14,Commercial/Industrial,"219 E Maple St, Unit 3000, North Canton, OH 44720",1751,"Gragg Electrical Services, LLC",Refeeding 7 receptacles that are currently not working 
PLMB-25-95,Plumbing Permit,Residential Plumbing Permit,Water Heater,5/1/2025 18:13,Residential,"900 GLENWOOD ST SW, NORTH CANTON, OH 44720",1200,Mayes and Sons Plumbing Company,Replace water heater
HVAC-25-110,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/1/2025 15:24,Residential,"165 EVERHARD RD SW, NORTH CANTON, OH 44709",6500,"Crown Heating & Cooling, Inc",
PLMB-25-103,Plumbing Permit,Commercial Plumbing Permit,Fixture Replacement,5/7/2025 20:09,Commercial/Industrial,"123 SHERATON DR NW, Unit 17, NORTH CANTON, OH 44720",3300,Mackin & Sons Plumbing,Install sinks and grease trap
HVAC-25-109,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/1/2025 19:53,Residential,"1239 SOUTHWOODS LN SE, NORTH CANTON, OH 44720",6833.884,Bonsky Heating & Cooling LLC,
PLMB-25-94,Plumbing Permit,Commercial Plumbing Permit,Fixture Replacement,5/1/2025 17:18,Commercial/Industrial,"721 N MAIN ST, NORTH CANTON, OH 44720",2000,"Zernechel  Plumbing Co.,Inc.                                       ",3 new sinks
HVAC-25-108,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/30/2025 18:35,Residential,"1201 JANET AVE NW, NORTH CANTON, OH 44720",8000,HAAS HEATING AND COOLING,
LTRL-25-34,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,5/2/2025 17:59,Residential,"130 FAR VIEW DR SW, NORTH CANTON, OH 44720",6000,H. Jack's Plumbing & Heating Co.,Replace lateral sewer approx. 50 ft
HVAC-25-107,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/30/2025 15:40,Residential,"324 SUMMIT ST SE, NORTH CANTON, OH 44720",13300,Wayne's Air Conditioning and Heating,
RBLD-25-56,Residential Building Permit,Residential Building Permit,Repair,6/10/2025 18:43,Residential,"153 PERSHING AVE SE, NORTH CANTON, OH 44720",25600,Ohio State Home Services,interior exterior watercontrol system
PLMB-25-91,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,4/30/2025 14:11,Commercial/Industrial,"133 TAFT AVE NE, NORTH CANTON, OH 44720",20000,Parkway Plumbing Inc.,Restroom remodel
ELCT-25-63,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,4/29/2025 18:30,Commercial/Industrial,"133 TAFT AVE NE, NORTH CANTON, OH 44720",50000,wired akron llc,"bath rm remodel; replace existing lights to led lights, "
ROOF-25-57,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/30/2025 14:44,Residential,"1732 ROCKBRIDGE CT SE, CANTON, OH 44709",20625,Procon Exteriors,Replacing the shingles on the roof
ROOF-25-56,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/30/2025 14:44,Residential,"1527 LANCASTER GATE SE, CANTON, OH 44709",28295,Procon Exteriors,Replacing the shingles on the roof
WNDW-25-36,Window Permit,Residential Window Permit,Other,8/20/2025 12:35,Residential,"474 FAIR OAKS AVE NW, NORTH CANTON, OH 44720",550,,replace 4 glass block windows
ELCT-25-62,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,4/29/2025 14:25,Residential,"1540 LANCASTER GATE SE, NORTH CANTON, OH 44709",2400,Green's Electric & HVAC ,Laundry room wiring (Dryer and Washer)
LTRL-25-33,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,4/30/2025 17:39,Residential,"1382 WILKSHIRE CIR SW, NORTH CANTON, OH 44720",9490,Canton Stark County Sewer Cleaning Inc dba Roto Rooter,"Mechanical excavation in front yard of the home to expose and remove flawed section of sanitary main lateral sewer up to 20ft long and  3ft deep. Hydro scrub line out to city main and camera inspect once clear. Install new PVC pipe and fittings including full sized clean out access. Bed repair in stone and backfill to a mound allowing for natural settle over time (usually 6-12 months with proper rain and watering.) Customer is aware that excavation is exploratory in nature as we cannot see the condition of the entire lateral sewer line, if any further issues are found, solutions will be given once visually verified. Roto Rooter not responsible for any damage to or replacement of any concrete or landscaping, we do not grade or seed mound as as we are not landscapers. Roto Rooter to pull all permits and schedule all required inspections. 10 year parts and labor warranty on replaced sections only. "
CBLD-25-30,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,7/8/2025 18:08,Commercial/Industrial,"301 MISSISSIPPI ST SE, NORTH CANTON, OH 44720",3950,Pioneer Roofing II llc,build a porch roof
ELCT-25-61,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,4/28/2025 19:52,Commercial/Industrial,"1525 E MAPLE ST, NORTH CANTON, OH 44720",10980,"Pauli Electric, Inc.",Verizon Wireless Tower
PLMB-25-90,Plumbing Permit,Residential Plumbing Permit,Alteration/Remodel,5/22/2025 16:14,Residential,"130 FAR VIEW DR SW, NORTH CANTON, OH 44720",6000,H. Jack's Plumbing & Heating Co.,"Replace existing stack, tie on properly to kitchen line and bathroom group"
CBLD-25-29,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,5/22/2025 16:20,Commercial/Industrial,"414 S MAIN ST, NORTH CANTON, OH 44720",300000,Trident Restoration LLC,Fire damage renovations
CBLD-25-28,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,5/27/2025 18:40,Commercial/Industrial,"411 APPLEGROVE ST NW, NORTH CANTON, OH 44720",15000,Lasorella Renovations LLC,Renvoations to existing office / warehouse space
RBLD-25-55,Residential Building Permit,Residential Building Permit,New Accessory Structure,5/22/2025 19:23,Residential,"1481 ALEXANDRIA PKWY SE, NORTH CANTON, OH 44709",64625,Top Deck Outdoor Spaces LLC dba Archadeck of Akron,"Deck- 381 sq feet, Gable roof covering 18 sq feet"
HVAC-25-106,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/28/2025 14:04,Residential,"1335 SALWAY AVE SW, NORTH CANTON, OH 44720",6000,All American Heating and Cooling Inc,
PLMB-25-89,Plumbing Permit,Residential Plumbing Permit,Water Heater,4/28/2025 13:36,Residential,"200 MAPLECREST ST SW, NORTH CANTON, OH 44720",1500,Peterman Plumbing & Htg Inc.,Replace water heater
ROOF-25-55,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/28/2025 12:41,Residential,"1697 CHATHAM AVE NE, NORTH CANTON, OH 44720",6000,Anthony Roofing,Tear off old shingles and install new accessories to include a new 30 year three dimensional shingle 
RBLD-25-54,Residential Building Permit,Residential Building Permit,New Accessory Structure,5/16/2025 16:30,Residential,"1660 ASHFORD CIR NE, NORTH CANTON, OH 44720",55000,,"We are planning on completely removing the old deck and replacing it with anew deck with a very similar layout. The new deck will be approximatley 1,050 square feet. "
POOL-25-3,Swimming Pool Permit,Swimming Pool Permit,Above Ground,5/7/2025 14:55,Residential,"118 LINDY LANE AVE NW, NORTH CANTON, OH 44720",11700,KCE Pools LLC,"27' Pool to be installed in the rear yard. There will be a lockable A-frame type ladder for pool entry. Currently also signing a contract to have a 48in tall fence that will cover the entire back of the yard (including the pool). That permit will be acquired by the company. Currently getting quotes for electircal and gas to be run to the pool (there is to be a 200,000BTU pool heater as well). These will be installed shortly after the pool is installed, per recommendations. Pool and installation is bought/organized through The Great Escape. The fence is anticipated to be installed first, with the pool planned to be the end of May (still need to hear where I am officially on Southway Fencing Company's installation schedule)."
HVAC-25-105,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/25/2025 18:07,Residential,"669 MAGNOLIA CIR SE, NORTH CANTON, OH 44709",20984.21,SITTLER ENTERPRISES,
WNDW-25-35,Window Permit,Residential Window Permit,Replacement (Exact),4/25/2025 15:23,Residential,"2000 WYNSTONE CIR NE, NORTH CANTON, OH 44720",10000,,Replace 7 exisiting windows
ROOF-25-54,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/25/2025 14:29,Residential,"617 GLENWOOD ST SW, NORTH CANTON, OH 44720",13502,J&J Roofing,Roof Replacement
HVAC-25-104,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/25/2025 12:49,Residential,"526 EVERHARD RD SW, NORTH CANTON, OH 44709",4800,Warstler Heating and Cooling,
ELCT-25-60,Electrical Permit,Commercial Electrical Permit,Fire/Security Alarm System,6/2/2025 13:00,Commercial/Industrial,"1535 N Main St, North Canton, OH 44720",4500,Synergy Fire & Security Inc,Installation of a new sprinkler fire monitoring panel at a new Chick-Fil-a store being built.
WNDW-25-34,Window Permit,Residential Window Permit,Replacement (Exact),5/2/2025 16:42,Residential,"511 WISE AVE SE, NORTH CANTON, OH 44720",15777,,removing and replacing 13 windows and 1 sliding glass patio door 
CBLD-25-31,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,6/12/2025 12:03,Commercial/Industrial,"219 N MAIN ST, NORTH CANTON, OH 44720",45000,Binford Electric,ALTERATION TO CONVERT AN EXISTING OPEN OFFICE TO A PRIVATE ENCLOSED OFFICE.
LTRL-25-31,Water or Sewer Lateral Permit,Commercial Plumbing Permit,New Sewer Lateral,5/1/2025 17:41,Commercial/Industrial,"1415 PITTSBURG AVE NW, NORTH CANTON, OH 44720",2000000,Miller Yount Paving Inc.,New sewer laterals from the new store and new car wash to an existing manhole lateral on the northeast corner of the site. 
LTRL-25-30,Water or Sewer Lateral Permit,Commercial Plumbing Permit,New Water Lateral,4/30/2025 17:25,Commercial/Industrial,"1415 PITTSBURG AVE NW, NORTH CANTON, OH 44720",2000000,Miller Yount Paving Inc.,"New 4"" Ductile Iron water service line from existing main on Pittsburg Avenue to the new store"
DEMO-25-7,Demolition Permit,Demolition Permit,Major (any stucture larger than 200 sq. ft.),5/2/2025 13:57,Residential,"205 VIKING ST NW, NORTH CANTON, OH 44720",7500,Ray Bertolini Trucking Co,
HVAC-25-103,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,4/24/2025 13:34,Commercial/Industrial,"177 APPLEGROVE ST NE, Unit C7, NORTH CANTON, OH 44720",3032,Wyles Heating & Air Conditioning,
ELCT-25-59,Electrical Permit,Commercial Electrical Permit,Fire/Security Alarm System,6/12/2025 12:05,Commercial/Industrial,"133 TAFT AVE NE, NORTH CANTON, OH 44720",22528,Certasite LLC,"Adding Horn/ strobes ,a pull station, and annuciators. Tying in the newer risers  "
ROOF-25-53,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/24/2025 13:12,Residential,"912 LYNBROOK ST SE, NORTH CANTON, OH 44720",3000,J&J Roofing,replacing the roof on backside of house
HVAC-25-102,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,New Construction/Addition,4/24/2025 13:31,Residential,"871 Honeysuckle Cir NE, North Canton, OH 44720",16000,Zoned Comfort Heating & Cooling,
WTAP-25-12,New Water Service / Tap-In,Water Connection Permit (Non-Residential),Commercial,5/13/2025 16:49,,"6320 Promway Ave NW, North Canton, OH 44720",,,
ROOF-25-62,Roof Permit,Residential Roof Permit,New/ Re-Roof,5/7/2025 19:06,Residential,"1231 LORRELL AVE SW, NORTH CANTON, OH 44720",13640,Country Roofing & Exteriors LLC,Re-roof
WNDW-25-33,Window Permit,Residential Window Permit,Replacement (Exact),4/23/2025 13:19,Residential,"848 LORENA ST SW, NORTH CANTON, OH 44720",20971,,"Remove and replace 6 double hung, 3 double hung oriels, and 2 two lite slider windows using the existing openings/framing with no structural alterations to the home. Vinyl replacements will be the same color and size as existing windows with no grids. "
ROOF-25-51,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/22/2025 15:18,Residential,"709 HARMON ST SW, NORTH CANTON, OH 44720",10675,Simma inc DBA Buckeye Roofing,Complete tear off new shingles felt and ice and water shield
HVAC-25-101,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/22/2025 14:20,Residential,"618 ROYER AVE NW, NORTH CANTON, OH 44720",5000,"Lakes Heating and Air Conditioning, Inc",
PLMB-25-86,Plumbing Permit,Residential Plumbing Permit,Alteration/Remodel,4/22/2025 16:02,Residential,"1540 LANCASTER GATE SE, NORTH CANTON, OH 44709",4000,"VFx Plumbing,LLC","Adding stacked laundry unit to second floor bath, replacing existing fixtures, in two bathrooms  in existing locations"
HVAC-25-100,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/22/2025 14:59,Residential,"885 EASTHILL ST SE, NORTH CANTON, OH 44720",15165,SITTLER ENTERPRISES,
PLMB-25-85,Plumbing Permit,Residential Plumbing Permit,New Construction/Addition,4/22/2025 12:45,Residential,"871 Honeysuckle Cir NE, North Canton, OH 44720",15000,Countryside Plumbing Inc.,"PLUMBING FOR DRAIN, VENT, & WATER LINES"
WTAP-25-11,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,4/30/2025 1:17,,"7876 Burkey Rd NW, North Canton, OH 44720",,,
HVAC-25-99,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Other,4/22/2025 13:49,Residential,"1678 MEADOWLANE DR SE, NORTH CANTON, OH 44709",6874,East Ohio Furnace,
ELCT-25-58,Electrical Permit,Residential Electrical Permit,New Construction/Addition,4/22/2025 14:47,Residential,"1118 Overridge Ave SE, North Canton, OH 44720",14000,"O.D. Miller Electric Co., Inc.",Temporary pole and new construction
PLMB-25-84,Plumbing Permit,Residential Plumbing Permit,Water Heater,4/21/2025 17:01,Residential,"1437 NEW ENGLAND DR SE, NORTH CANTON, OH 44720",850,,replace current water heater
WNDW-25-32,Window Permit,Residential Window Permit,Replacement (Exact),4/24/2025 10:57,Residential,"1518 ELBERTA AVE SW, NORTH CANTON, OH 44709",1000,,"Replace two doors. One going from house to garage, one going from garage to outside"
PLMB-25-82,Plumbing Permit,Residential Plumbing Permit,Water Heater,5/6/2025 16:34,Residential,"815 WERSTLER AVE NW, NORTH CANTON, OH 44720",759,New Phoenix Enterprises dba APPC Plumbing Services,replace Rheem 40 gal gas hwt $759 for Steve Richards 330-309-1445
ROOF-25-50,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/21/2025 12:18,Residential,"391 NATHAN CIR NE, NORTH CANTON, OH 44720",13500,Santos Martinez Roofing LLC,"Tear off,  inspect decking,  install synthetic paper, 6 ft ice guard, new drip edge,  cap, ridge,  30 or dimensional shingles"
PLMB-25-81,Plumbing Permit,Residential Plumbing Permit,Water Heater,4/17/2025 19:34,Residential,"559 N MAIN ST, NORTH CANTON, OH 44720",2000,J L Kolp Plumbing Heating & Cooling,Water heater
PLMB-25-80,Plumbing Permit,Residential Plumbing Permit,Water Heater,4/17/2025 16:31,Residential,"522 PERSHING AVE SE, NORTH CANTON, OH 44720",759,New Phoenix Enterprises dba APPC Plumbing Services,replace Rheem 50 gal elec hwt $759 for Ginger Chester 330-354-9771
WNDW-25-31,Window Permit,Residential Window Permit,Replacement (Exact),4/17/2025 18:04,Residential,"1015 WOODROW ST NW, NORTH CANTON, OH 44720",7062.84,,four entry door replacements throughout home
PLMB-25-79,Plumbing Permit,Commercial Plumbing Permit,Fixture Replacement,4/24/2025 14:52,Commercial/Industrial,"805 ORCHARD AVE NE, NORTH CANTON, OH 44720",500,TBD,"We are replacing the triple basin sink. The sink is the same plumbing size and we are not changing any of the plumbing behind the wall. No upgrade to the in lines, just replaced the faucit. "
CBLD-25-27,Commercial Building Permit,Commercial Building Permit,Other,6/16/2025 18:58,Commercial/Industrial,"1165 N MAIN ST, NORTH CANTON, OH 44720",30000,D&S Builders LLC,Replace both catwalks with new ones.  Replace mulitple oil storage tanks.  
WNDW-25-30,Window Permit,Residential Window Permit,Replacement (Exact),4/16/2025 15:12,Residential,"604 PERSHING AVE SE, NORTH CANTON, OH 44720",9502.55,,five exterior entry door replacements (same size replacements)
LTRL-25-29,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,5/15/2025 16:24,Residential,"1417 ELLESMERE AVE NW, NORTH CANTON, OH 44720",7440,C Lee Plumbing Services LLC,Replace Sanitary Sewer from house to street and install PVC pipe with cleanout. Bed in stone and back filltrench mounting soil to allow for settling. 
RBLD-25-49,Residential Building Permit,Residential Building Permit,Repair,4/15/2025 20:25,Residential,"1328 PINEVIEW AVE SE, NORTH CANTON, OH 44720",2000,,Repair bad wood and place Trex on top of deck instead of wood and hand rails
WNDW-25-29,Window Permit,Residential Window Permit,Replacement (Exact),4/14/2025 19:19,Residential,"1576 MABRY MILL DR SW, NORTH CANTON, OH 44709",18029,,REMOVE & REPLACE 5 WINDOWS; 1 PATIO DOOR; LIKE FOR LIKE SIZE; NO STRUCTURAL CHANGES
PLMB-25-83,Plumbing Permit,Commercial Plumbing Permit,New Construction/Addition,4/24/2025 12:47,Commercial/Industrial,"1415 PITTSBURG AVE NW, NORTH CANTON, OH 44720",0,JJG Plumbing and Heating LLC,Plumbing for new Sheetz Store
ELCT-25-57,Electrical Permit,Residential Electrical Permit,New Service/Change,4/14/2025 16:59,Residential,"523 FAIRVIEW ST SE, NORTH CANTON, OH 44720",2275,"R & K Electric, Ltd",Replacement of electric service and outside grounding
CBLD-25-26,Commercial Building Permit,Commercial Building Permit,Signage,5/27/2025 19:46,Commercial/Industrial,"250 ORION ST NW, NORTH CANTON, OH 44720",6000,Midwest Sign Center,Removing existing sign and installing new non lighted cabinet sign
ROOF-25-49,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/14/2025 14:28,Residential,"848 GLENDALE ST SW, NORTH CANTON, OH 44720",8000,,New roof 
HVAC-25-98,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/14/2025 12:35,Residential,"433 WERSTLER AVE NW, NORTH CANTON, OH 44720",5651,Elsass Heating and Cooling Inc,
ELCT-25-55,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",4/11/2025 19:01,Residential,"410 PORTAGE ST NW, Unit Unit #1, NORTH CANTON, OH 44720",100,ALL OHIO ELECTRIC,repair or replace receptical
HVAC-25-96,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Other,4/14/2025 14:26,Commercial/Industrial,"300 9TH ST NW, NORTH CANTON, OH 44720",15601,SITTLER ENTERPRISES,
LTRL-25-27,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,4/28/2025 18:38,Residential,"434 BRIAR AVE NE, NORTH CANTON, OH 44720",4475,"Pioneer Basement Solutions, LLC","installing 179 LNFT underground downspout lines and tying into storm sewer drain. SCH 351 4"" PVS to be used"
ELCT-25-56,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,4/14/2025 12:49,Commercial/Industrial,"1535 N Main St, North Canton, OH 44720",277000,Abbott Electric Inc,"Electrical for new construction. 100A single phase #1 Aluminum. temp service for job trailer and building construction. 1200Amp 3-phase permanent service. 4 sets of 350 copper. 1 MDP, 6 subpanels.  See building permit CBLD-24-55 for square footage."
HVAC-25-95,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/11/2025 14:29,Residential,"1437 NEW ENGLAND DR SE, NORTH CANTON, OH 44720",6038,Heartland Home Services dba Blind and Sons LLC,
PLMB-25-77,Plumbing Permit,Residential Plumbing Permit,Water Heater,4/11/2025 16:29,Residential,"376 BREEA CIR NE, NORTH CANTON, OH 44720",759,New Phoenix Enterprises dba APPC Plumbing Services,"water heater replacement; tank leaking top and bottom, no hot water "
ELCT-25-54,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",4/16/2025 16:35,Residential,"538 EVERHARD RD SW, NORTH CANTON, OH 44709",330,Heartland Home Service dba Blind and Sons LLC,Add a gcfi outlet to the back side of the porch - Job 1154158
ELCT-25-53,Electrical Permit,Residential Electrical Permit,New Service/Change,4/11/2025 12:46,Residential,"1038 VALLEY DR NW, NORTH CANTON, OH 44720",1200,Abbott Electric Inc,100A overhead service change
HVAC-25-94,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/10/2025 23:00,Residential,"150 MAPLECREST ST SW, NORTH CANTON, OH 44720",4000,,
PLMB-25-76,Plumbing Permit,Residential Plumbing Permit,Water Heater,4/11/2025 14:26,Residential,"156 PARKVIEW AVE NW, NORTH CANTON, OH 44720",2515.29,Wilson Plumbing & Heating,we will install new 40 gallon commercial grade heater 
HVAC-25-92,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/10/2025 15:46,Residential,"1122 HILLCREST AVE SW, NORTH CANTON, OH 44720",20626.25,SITTLER ENTERPRISES,
HVAC-25-93,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,4/10/2025 13:30,Commercial/Industrial,"850 EASTHILL ST SE, Unit 201, NORTH CANTON, OH 44720",2500,"Lakes Heating and Air Conditioning, Inc",
HVAC-25-91,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/10/2025 15:45,Residential,"1211 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",5804.69,SITTLER ENTERPRISES,
ELCT-25-52,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,4/16/2025 18:45,Commercial/Industrial,"1415 PITTSBURG AVE NW, NORTH CANTON, OH 44720",35500,"SANTON ELECTRIC CO., INC.",Electrical for Sheetz Canopy B
ELCT-25-51,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,4/16/2025 18:45,Commercial/Industrial,"1415 PITTSBURG AVE NW, NORTH CANTON, OH 44720",35500,"SANTON ELECTRIC CO., INC.",Electrical for Sheetz Canopy A
