Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
WTAP-24-25,New Water Service / Tap-In,Water Connection Permit (Non-Residential),Commercial,6/27/2024 23:45,,"5012 Dressler Rd NW, North Canton, Oh 44720",,,
PLMB-24-201,Plumbing Permit,Residential Plumbing Permit,Alteration/Remodel,6/28/2024 12:00,Residential,"890 PICKFORDE DR NE, NORTH CANTON, OH 44720",7000,"Bell plumbing, LLC",Basement bath
ELCT-24-96,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,6/28/2024 12:12,Residential,"623 SUMMIT ST SE, NORTH CANTON, OH 44720",1000,Canal Fulton Enterprise,Wiring sun porch and rewiring garage
ELCT-24-97,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,6/28/2024 16:54,Commercial/Industrial,"1305 JONATHAN AVE SW, NORTH CANTON, OH 44720",25000,Abbott Electric Inc,Creating small special needs spaces
ELCT-24-98,Electrical Permit,Commercial Electrical Permit,Meter Change,6/28/2024 19:16,Commercial/Industrial,"1683 N Main St., North Canton, OH 44720",0,TBD,electrical meter base inspection
HVAC-24-185,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/1/2024 14:21,Residential,"218 SUMMIT ST SE, NORTH CANTON, OH 44720",4800,Reliable Heating and Cooling,a/c replacement
HVAC-24-167,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/1/2024 19:57,Residential,"1469 RED COACH ST SE, NORTH CANTON, OH 44720",6000,H. Jack's Plumbing & Heating Co.,"Replace A/C Unit, 14 SEER Bryant"
WNDW-24-52,Window Permit,Residential Window Permit,Replacement (Exact),7/2/2024 11:28,Residential,"1605 LANCASTER GATE SE, NORTH CANTON, OH 44709",730,,Replace 3 cracked or broken glass block basement windows with the same.
RBLD-24-104,Residential Building Permit,Residential Building Permit,New Accessory Structure,7/2/2024 12:24,Residential,"810 WEBER AVE NE, NORTH CANTON, OH 44720",70000,,Detached Garage
ELCT-24-99,Electrical Permit,Residential Electrical Permit,New Construction/Addition,7/2/2024 12:33,Residential,"810 WEBER AVE NE, NORTH CANTON, OH 44720",70000,,"Adding a detached garage with 80 Amp power supply from house at 810 Weber Ave., NE"
PLMB-24-204,Plumbing Permit,Residential Plumbing Permit,Other,7/2/2024 19:35,Residential,"1616 S MAIN ST, NORTH CANTON, OH 44709",1200,hagan heating and plumbing,replace gas valves in boiler room
HVAC-24-186,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,7/2/2024 19:56,Commercial/Industrial,"1747 BEECHWOOD AVE NE, Unit 07, NORTH CANTON, OH 44720",2890,Wyles Heating & Air Conditioning,replace the air conditioner
WNDW-24-53,Window Permit,Commercial Window Permit,Replacement (Exact),7/3/2024 11:25,Commercial/Industrial,"241 S MAIN ST, NORTH CANTON, OH 44720",29864,,Replacement Windows into existing openings
ROOF-24-96,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/3/2024 16:19,Residential,"1381 RED COACH ST SE, NORTH CANTON, OH 44720",13000,Royalty Roofs,Complete tear off and re-roof
LTRL-24-40,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,7/3/2024 18:50,Residential,"1149 E MAPLE ST, NORTH CANTON, OH 44720",7027.99,"Drain Ops, LLC  dba Dig Ops","Dig up and replace line running from house to city main in the back of the property. Existing 6"" line that has sunk will be replace with new 6"" SDR gasketed pipe and bedded in 57 gravel to prevent sinking in the future. We will also install an outside cleanout to allow line to be ran outside rather then in the house should there be an issue in the future. Yard will be returned to rough grade when work is finished."
HVAC-24-187,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/3/2024 19:17,Residential,"224 BROOKVIEW DR SW, NORTH CANTON, OH 44709",6200,Heartland Home Services,A/C REPLACEMENT
RBLD-24-101,Residential Building Permit,Residential Building Permit,Repair,7/5/2024 12:01,Residential,"500 PORTAGE ST NW, NORTH CANTON, OH 44720",25000,Dave R Smith construction llc,Demo front porch and rebuild with new deck saving roof 
ELCT-24-101,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",7/5/2024 14:21,Commercial/Industrial,"307 S MAIN ST, NORTH CANTON, OH 44720",500,Abbott Electric Inc,Install 208V 3phase circuit & receptacle 
ROOF-24-97,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/5/2024 18:37,Residential,"210 LINDY LANE AVE SW, NORTH CANTON, OH 44720",12188.04,Canton Roofing Company,"Strip exisiting roof down to decking - ensure code compliance with drip edge, underlayment and I&W barrier for new install - replacing any turtle vents with ridgecap and ridgevent."
POOL-24-6,Swimming Pool Permit,Swimming Pool Permit,Above Ground,7/5/2024 19:57,Residential,"1026 ORCHARD AVE NE, NORTH CANTON, OH 44720",500,,Above ground pool
ELCT-24-100,Electrical Permit,Residential Electrical Permit,New Service/Change,7/5/2024 19:59,Residential,"335 HARMON ST SW, NORTH CANTON, OH 44720",800,Abbott Electric Inc,200 amp overhead service and central A/C
WNDW-24-54,Window Permit,Residential Window Permit,Replacement (Exact),7/5/2024 20:01,Residential,"905 LYNBROOK ST SE, NORTH CANTON, OH 44720",6473.32,,Replacement of 5 windows
PLMB-24-192,Plumbing Permit,Residential Plumbing Permit,Other,7/5/2024 21:03,Residential,"817 HARMON ST SW, NORTH CANTON, OH 44720",5000,H. Jack's Plumbing & Heating Co.,stack replacement in basement to first floor bathroom group
CBLD-24-36,Commercial Building Permit,Commercial Building Permit,Repair,7/5/2024 21:13,Commercial/Industrial,"909 PITTSBURG AVE NW, NORTH CANTON, OH 44720",1500,BSD Cleaning Services LLC ,Repair water damage to floor at First Floor main entrance.
HVAC-24-188,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,7/8/2024 14:53,Commercial/Industrial,"220 WILBUR DR NE, Unit 08, NORTH CANTON, OH 44720",2948,Wyles Heating & Air Conditioning,replace air conditioner
HVAC-24-189,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/8/2024 14:54,Residential,"815 DONNER AVE SW, NORTH CANTON, OH 44720",6064.86,"Young & Sons Service Experts, Inc.",A/C replacement
PLMB-24-205,Plumbing Permit,Residential Plumbing Permit,Water Heater,7/8/2024 14:57,Residential,"1382 WILKSHIRE CIR SW, NORTH CANTON, OH 44720",3012.87,Wilson Plumbing & Heating,Install a 50 gallon state proline commercial grade water heater with a t5 thermal expansion tank mounted vertically set 5/10 psi above incoming pressure that is 79 psi  with a pressure reducing valve on main line to regulate the incoming pressure to ensure safety and longevity on the new tank and prevent from voiding the warranty both the gas and inlet valves are in good working order. this Quote will include all taxes fee material and labor meets all epa standards and code requirements comes with a 6yr manufacturing warranty and a 2 years parts and labor warranty
PLMB-24-207,Plumbing Permit,Residential Plumbing Permit,Water Heater,7/8/2024 16:43,Residential,"1516 NEW ENGLAND DR SE, NORTH CANTON, OH 44720",1475,Bailey's Quality Plumbing and Backflow LLC,new hot water tank
WNDW-24-56,Window Permit,Residential Window Permit,Replacement (Exact),7/8/2024 19:22,Residential,"1108 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",10624,,exact window replacement
RBLD-24-115,Residential Building Permit,Residential Building Permit,Alteration/Remodel,7/8/2024 20:00,Residential,"1452 ROGWIN CIR SW, NORTH CANTON, OH 44720",8000,Carter Construction & Contracting LLC,Replace back deck with same size using composite decking.
PLMB-24-208,Plumbing Permit,Residential Plumbing Permit,Fixture Replacement,7/9/2024 12:49,Residential,"1235 7TH ST NE, NORTH CANTON, OH 44720",2500,PLEASANT VALLEY PLUMBING LLC,REPLACE FIXTURES
HVAC-24-190,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/9/2024 12:55,Residential,"922 PINEVIEW AVE SE, NORTH CANTON, OH 44720",6000,Brunner HVAC,Replace existing furnace and central air conditioning 
PLMB-24-209,Plumbing Permit,Residential Plumbing Permit,Water Heater,7/9/2024 13:32,Residential,"1750 BEECHWOOD AVE NE, Unit 15, NORTH CANTON, OH 44720",1100,"That Handyman, LLC dba That Plumber",Replace 40 gallon electric water heater 
ROOF-24-98,Roof Permit,Commercial Roof Permit,New/ Re-Roof,7/9/2024 19:31,Commercial/Industrial,"1961 E Maple St, North Canton, Oh 44720",40000,KRM Roofing & Exteriors LLC,"Remove existing shingle roof from 1961-1979 E. Maple St Ne 44720 and install new drip edge, ice guard, sythetic felt, and new shingles on decorative part of roof.  nothing being done to the flat roof"
WNDW-24-55,Window Permit,Residential Window Permit,Replacement (Exact),7/9/2024 21:08,Residential,"1027 VALLEYVIEW DR NW, NORTH CANTON, OH 44720",2561,,remove and replace 2 windows same size no structural changes
WNDW-24-57,Window Permit,Residential Window Permit,Replacement (Exact),7/10/2024 11:31,Residential,"404 WEBER AVE NE, NORTH CANTON, OH 44720",10055,,remove and replace 1 window and 1 patio door same size no structural changes. 
HVAC-24-175,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/10/2024 12:02,Residential,"130 5TH ST NE, NORTH CANTON, OH 44720",4200,Heartland Home Services,gas furnace & a/c replacment
HVAC-24-191,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/10/2024 12:45,Residential,"1665 ASHFORD CIR NE, NORTH CANTON, OH 44720",16000,"Crown Heating & Cooling, Inc",FURNACE AC REPLACEMENT
ROOF-24-99,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/10/2024 15:49,Residential,"1115 BEL AIR DR NW, NORTH CANTON, OH 44720",7250,Pioneer Roofing,Tear off reroof house 
WNDW-24-58,Window Permit,Residential Window Permit,Replacement (Exact),7/10/2024 17:49,Residential,"124 WALSH AVE SE, NORTH CANTON, OH 44720",5000,,replacement of 4 windows and 1 patio door
ELCT-24-102,Electrical Permit,Residential Electrical Permit,Pool,7/11/2024 12:41,Residential,"162 HALLUM ST SW, NORTH CANTON, OH 44720",500,,"My plan is to run 3/4"" pvc conduit 18-24"" deep from a gfci protected timer (east side of dwelling) roughly 30-40' out to the location of my pool pump. I will make sure the twist lock pool pump receptacle is both gfci protected and is located 6' or more away from the pool. I will pull 12 gauge THHN wire for a 20 amp circuit. I will ground the pool frame and water to the pool pump.I will do this by running #8 solid copper wire to equal spaced posts around the pool. I will run the wire 12"" or more away from the pool, as well as 6"" deep. I will be using properly sized lugs to make a continuous loop connection to the pool. I will use an above ground pool bonding kit that will sit in the bottom of the skimmer basket and connect to the bonding post that sticks out with a lug. The bonding loop around the pool will be continuous from the skimmer, to all the posts, and then to the grounding lug provided on the pool pump. "
RBLD-24-113,Residential Building Permit,Residential Building Permit,New Accessory Structure,7/11/2024 12:46,Residential,"611 CHURCH ST SW, NORTH CANTON, OH 44720",13783,HMA Home Improvements LLC,"Construction of deck off back of home.  Approx 24x24.  Wooden subframe, with composite surface and handrail.  Deck Height approx. 24"" at back of home, 48"" at highest point away from home.  Handrail finishing at 36"" from finished surface. "
RBLD-24-109,Residential Building Permit,Residential Building Permit,New Accessory Structure,7/11/2024 12:49,Residential,"162 HALLUM ST SW, NORTH CANTON, OH 44720",9000,,Free standing deck around pool
ROOF-24-100,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/11/2024 14:11,Residential,"353 BRIAR AVE NE, NORTH CANTON, OH 44720",16750,Coblentz Roofing & Construction,reroof
PLMB-24-212,Plumbing Permit,Residential Plumbing Permit,Natural Gas Line,7/12/2024 14:54,Residential,"806 OAKWOOD ST SE, NORTH CANTON, OH 44720",250,"That Handyman, LLC dba That Plumber",Cap gas line off Water heater gas valve and repair leakCap off gas dryer line 
ROOF-24-101,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/12/2024 15:39,Residential,"167 HINES ST SW, NORTH CANTON, OH 44720",10255.91,Canton Roofing Company,"Take existing roof down to de-cking - inspect for non-nailable surfaces, replace as needed. Install new architectural style shingles and ridge vent."
HVAC-24-193,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/15/2024 15:17,Residential,"1590 YORKSHIRE TER SE, CANTON, OH 44709",15000,"Crown Heating & Cooling, Inc",FURNACE AC REPLACEMENT
PLMB-24-213,Plumbing Permit,Residential Plumbing Permit,Water Heater,7/15/2024 20:16,Residential,"177 APPLEGROVE ST NE, Unit B2, NORTH CANTON, OH 44720",774.35,"JEM Plumbing, INC",Hot water tank replacement
LTRL-24-41,Water or Sewer Lateral Permit,Residential Plumbing Permit,Water Lateral Repair/Replace,7/16/2024 11:11,Residential,"619 6TH ST NW, NORTH CANTON, OH 44720",4900,Buckeye Plumbing,Replace water line from curb box to house
RBLD-24-116,Residential Building Permit,Residential Building Permit,New Construction/Home,7/16/2024 12:15,Residential,"1374 LIPTON AVE SW, NORTH CANTON, OH 44720",1500,,Rebuilding the existing deck 
HVAC-24-195,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/16/2024 14:25,Residential,"913 7TH ST NE, NORTH CANTON, OH 44720",6767,"J&J Plumbing, Heating, Cooling & Electric",Install New Furnace and AC Unit
HVAC-24-196,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,7/16/2024 18:04,Commercial/Industrial,"179 APPLEGROVE ST NE, Unit B1, NORTH CANTON, OH 44720",2948,Wyles Heating & Air Conditioning,REPLACE AIR CONDITIONER
ELCT-24-104,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,7/16/2024 19:31,Residential,"600 MAGNOLIA CIR SE, CANTON, OH 44709",1000,Groundworks Ohio,"basement alteration - lights - 19 , outlets -21 , switches - 7 switches ( 1 dimmer ) "
RBLD-24-118,Residential Building Permit,Residential Building Permit,Alteration/Remodel,7/16/2024 19:52,Residential,"600 MAGNOLIA CIR SE, CANTON, OH 44709",36127,Groundworks Ohio,Basement alteration 
ROOF-24-103,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/17/2024 13:25,Residential,"400 SCHNEIDER ST SE, NORTH CANTON, OH 44720",1600,Country Roofing LLC,Re-roof
ROOF-24-104,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/17/2024 14:58,Residential,"410 7TH ST NW, NORTH CANTON, OH 44720",8000,Hof Roofing & Construction,"Remove exsiting roof down to decking,Install new ice guard, synthetic underlayment, drip edge, starter shingles field shingls Cert landmark Pro,Install new ridgevent for ventilation."
ROOF-24-102,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/17/2024 15:19,Residential,"826 LORENA ST SW, NORTH CANTON, OH 44720",11807.77,"Exteriors Plus, LLC","remove existing ashpalt shingles, repalce with new asphalt shingles "
ROOF-24-105,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/17/2024 16:29,Residential,"811 WERSTLER AVE NW, NORTH CANTON, OH 44720",14850,ABC Seamless of NE Ohio DBA:  Miller Custom Ext,We are removing existing and installing new synthetic underlayment/iceguard/ridge vents/dripedge/pipe boots/flashing details and new Certainteed Landmark Pro Shingles
ROOF-24-94,Roof Permit,Commercial Roof Permit,New/ Re-Roof,7/18/2024 18:32,Commercial/Industrial,"525 7TH ST NE, NORTH CANTON, OH 44720",244700,Technique Roofing Systems LLC,Overlaying existing roof with .5inch insolation and PVC membrane. provide new flashing and edge metal. provide 20 year NDL warranty 
LTRL-24-42,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,7/19/2024 14:08,Residential,"307 GASLIGHT CIR SE, NORTH CANTON, OH 44720",5000,Underground Services Inc.,Replace approx 65' of sewer lateral
ROOF-24-107,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/19/2024 15:53,Residential,"922 Pineview Ave SE, North Canton, Ohio 44720",10475,TROYER'S ROOFING ,Tear-off old shingles and replace with new shingles
LTRL-24-43,Water or Sewer Lateral Permit,Residential Plumbing Permit,Water Lateral Repair/Replace,7/19/2024 17:40,Residential,"1327 VALLEY DR NW, NORTH CANTON, OH 44720",6788.11,BAUM PLUMBING LLC,replacing about 64 feet of water line
HVAC-24-199,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/19/2024 18:22,Residential,"1031 APPLEGROVE ST NW, Unit 1033, NORTH CANTON, OH 44720",4450,Zoned Comfort Heating & Cooling,Replace air conditioner
HVAC-24-194,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/19/2024 18:28,Residential,"256 GLENWOOD ST SW, NORTH CANTON, OH 44720",1881,State Heating and Air Conditioning,Replace A.C System
HVAC-24-197,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/19/2024 19:24,Residential,"440 PIERCE AVE NW, NORTH CANTON, OH 44720",15915.48,SITTLER ENTERPRISES,REPLACING FURNACE AND AC
HVAC-24-198,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/19/2024 19:26,Residential,"775 ARBURY AVE SE, NORTH CANTON, OH 44720",19732,SITTLER ENTERPRISES,REPLACING FURNACE AND AC
ROOF-24-106,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/20/2024 17:51,Residential,"1731 GLENMAR OVAL SE, CANTON, OH 44709",22525,Pro Window& Home Renovation ,"Residential re -roof, tear off"
PLMB-24-217,Plumbing Permit,Residential Plumbing Permit,Fixture Replacement,7/22/2024 14:28,Residential,"301 DONNER AVE SW, NORTH CANTON, OH 44720",165,Hartville Plumbing,Replace Gas Valve on Water Heater for duplex 301 Donner and 702 Church st
ELCT-24-105,Electrical Permit,Residential Electrical Permit,New Construction/Addition,7/22/2024 20:28,Residential,"881 Honeysuckle Cir NE, North Canton, Oh 44720",25000,B-Lee Electric Co,wire new house
ELCT-24-107,Electrical Permit,Residential Electrical Permit,Pool,7/23/2024 15:10,Residential,"833 HOWER ST NE, NORTH CANTON, OH 44720",500,Justin Time Electric,Pool Bonding
PLMB-24-210,Plumbing Permit,Residential Plumbing Permit,Water Heater,7/23/2024 16:16,Residential,"830 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",2021,Miracle Plumbing & Heating Co. Inc.,Water heater install 40gl Gas
PLMB-24-206,Plumbing Permit,Residential Plumbing Permit,Water Heater,7/23/2024 16:17,Residential,"1300 PLEASANT VIEW AVE SE, NORTH CANTON, OH 44720",1103.2,Miracle Plumbing & Heating Co. Inc.,Install 40 gal tall gas hot water tank customer supplied.
ELCT-24-108,Electrical Permit,Residential Electrical Permit,Pool,7/23/2024 20:21,Residential,"851 5TH ST NE, NORTH CANTON, OH 44720",1000,Canal Fulton Enterprise,"Install electrical needed for pool (2) 20amp circuits, (1) GFI breaker, (1) breaker"
WNDW-24-60,Window Permit,Residential Window Permit,Repair,7/23/2024 20:21,Residential,"1285 ELMWOOD AVE SW, NORTH CANTON, OH 44720",12632,,"REMOVE AND REPLACE 10 WINDOWS, NO STRUCTURAL CHANGE."
WNDW-24-59,Window Permit,Residential Window Permit,Replacement (Exact),7/23/2024 20:23,Residential,"1995 KINGSCOTE CIR NE, NORTH CANTON, OH 44720",24700,,"replacement windows at home, no alterations. Clad extrriors"
HVAC-24-201,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Heat Pump,7/24/2024 13:41,Residential,"335 HARMON ST SW, NORTH CANTON, OH 44720",4000,Warstler Heating and Cooling,Mini split heat pump install for second floor bedroom
CBLD-24-34,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,7/24/2024 14:13,Commercial/Industrial,"1474 N MAIN ST, NORTH CANTON, OH 44720",50000,Krumroy-Cozad Construction Corp.,Phase 1.5 submission for structural modifications for new future facade and underground plumbing/electrical work
LTRL-24-45,Water or Sewer Lateral Permit,Residential Plumbing Permit,Water Lateral Repair/Replace,7/24/2024 17:03,Residential,"1931 50TH ST SE, CANTON, OH 44709",1250,Paradigm Services LLC,Water line
HVAC-24-202,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/24/2024 17:28,Residential,"1021 BACHTEL ST SE, NORTH CANTON, OH 44720",4400,"Kelleys Heating & Cooling, Inc.",install replacement air conditioner
HVAC-24-204,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/24/2024 17:45,Residential,"315 HILLCREST AVE NW, Unit 11, NORTH CANTON, OH 44720",6500,"ameripro plumbing and heating, llc",Replacement furnace and air
WNDW-24-61,Window Permit,Residential Window Permit,Replacement (Exact),7/25/2024 11:33,Residential,"123 PARKVIEW AVE NW, NORTH CANTON, OH 44720",1406,,Remove a double hung window and replace with new. No structural changes to opening required.
ROOF-24-109,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/25/2024 12:12,Residential,"415 SHERBROOK CIR NE, NORTH CANTON, OH 44720",28200,McCurry Roofing,Tear off roof and install new roof
HVAC-24-203,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/25/2024 12:54,Residential,"834 LORENA ST SW, NORTH CANTON, OH 44720",4477,Zoned Comfort Heating & Cooling,Replace air conditioner
ROOF-24-110,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/25/2024 15:20,Residential,"534 FOSTER AVE SE, NORTH CANTON, OH 44720",11800,ACR contracting inc,Full tear off of old shingles. ice and water guard install. New Gaf timberline hdz shingles installed 
ROOF-24-108,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/26/2024 10:38,Residential,"205 WILLAMAN AVE NW, NORTH CANTON, OH 44720",8028,Skyline Roofing & Exteriors Ltd,"Replace iceguard, drip edge, ventilation, synthetic felt, ventilation, and Certainteed Landmark architectural shingles. "
RBLD-24-117,Residential Building Permit,Residential Building Permit,Other,7/26/2024 12:15,Residential,"1303 BEL AIR DR NW, NORTH CANTON, OH 44720",3200,Windows and More,Replace existing patio door
ROOF-24-111,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/26/2024 17:46,Residential,"128 EASTBURY AVE NE, NORTH CANTON, OH 44720",19166,ABC Seamless of NE Ohio DBA:  Miller Custom Ext,"We are removing existing shingles and installing new synthetic underlayment, iceguard, dripedge, pipe boots, ridge vents, chimney flashing, and new Certainteed Landmark Pro Shingles"
HVAC-24-205,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/26/2024 21:03,Residential,"341 CHAPPLE HILL DR NE, NORTH CANTON, OH 44720",63112,SITTLER ENTERPRISES,REPLACING A/C
CBLD-24-4,Commercial Building Permit,Commercial Building Permit,New Building,7/26/2024 21:07,Commercial/Industrial,"1550 W MAPLE ST, NORTH CANTON, OH 44720",1650000,Deerfield Construction Co Inc,"Building is a Pre-engineered Metal Building (non-sprinklered) with prefinished metal panels on the shop building with stucco and synthetic stone on the front, street facing administration offices.  Roof top mounted HVAC with screening around the units.  "
HVAC-24-206,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/29/2024 17:37,Residential,"118 LINDY LANE AVE NW, NORTH CANTON, OH 44720",5956,SITTLER ENTERPRISES,REPLACING A/C
RBLD-24-98,Residential Building Permit,Residential Building Permit,Alteration/Remodel,7/29/2024 19:12,Residential,"143 10TH ST NE, NORTH CANTON, OH 44720",90437.59,Diamond In The Rough Property Solutions,Kitchen and (1) bathroom remodel 
HVAC-24-207,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/29/2024 19:21,Residential,"1238 VALLEY DR NW, NORTH CANTON, OH 44720",12299,SITTLER ENTERPRISES,REPLACING FURNACE & AC
ROOF-24-112,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/29/2024 19:32,Residential,"201 HALLUM ST SW, NORTH CANTON, OH 44720",13042.36,"Exteriors Plus, LLC","remove existing ashpalt shingles, replace with new asphalt shingles "
DEMO-24-10,Demolition Permit,Demolition Permit,Major (any stucture larger than 200 sq. ft.),7/29/2024 19:35,Residential,"147 WISE AVE NE, NORTH CANTON, OH 44720",6500,Design Restoration & Reconstruction Inc,
RBLD-24-122,Residential Building Permit,Residential Building Permit,Other,7/30/2024 12:20,Residential,"220 WOODSIDE AVE NE, NORTH CANTON, OH 44720",9660,Impact Construction and Restoration Co.,"Stump grind two large stumps and haul away soils. Remining existing brick pourch and side walk and install new 4' thick concrete at the front of the house.Remove existing concrete behind the house and install new 4"" thick concrete (see marked up pictures of areas)"
ROOF-24-113,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/30/2024 15:21,Residential,"1574 PATRIOTS PT SE, NORTH CANTON, OH 44709",26000,Country Roofing LLC,Re-roof
WNDW-24-62,Window Permit,Residential Window Permit,Replacement (Exact),7/30/2024 19:44,Residential,"914 7TH ST NE, NORTH CANTON, OH 44720",6875,,"Replace 9 Sliding Windows and 1 three unit Double HungSliding Glass door, Entry DoorExterior casing covered in Black aluminum"
ELCT-24-112,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",7/31/2024 17:53,Residential,"1664 N MAIN ST, Unit 21/22, NORTH CANTON, OH 44720",1,Bills Bros Electric,"Display case receptacles , exit lights , local llighting "
WNDW-24-63,Window Permit,Residential Window Permit,Replacement (Exact),7/31/2024 18:13,Residential,"241 BRIAR AVE NE, NORTH CANTON, OH 44720",15589,,Remove 10 windows and replace with new. We are installing 2 picture windows and 8 awning windows. No structural changes to opening required
HVAC-24-208,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/31/2024 18:27,Residential,"802 EDGEWOOD ST SE, NORTH CANTON, OH 44720",13789.34,SITTLER ENTERPRISES,REPLACING A/C & FURNACE 
ELCT-24-113,Electrical Permit,Residential Electrical Permit,New Service/Change,7/31/2024 18:27,Residential,"407 9TH ST NW, NORTH CANTON, OH 44720",6700,,200AMP UPGRADE
ELCT-24-116,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",8/1/2024 12:16,Residential,"402 LINDY LANE AVE SW, NORTH CANTON, OH 44720",650,Abbott Electric Inc,Install a dedicated circuit & interior alarm GFI for sump pump.
ELCT-24-109,Electrical Permit,Residential Electrical Permit,Other,8/1/2024 13:06,Residential,"343 EASTBURY AVE NE, NORTH CANTON, OH 44720",28550,"Ambia Energy, LLC",8.5 kW Roof Mounted Solar
RBLD-24-127,Residential Building Permit,Residential Building Permit,Alteration/Remodel,8/1/2024 13:12,Residential,"921 CHURCH ST SW, NORTH CANTON, OH 44720",23280,"Ambia Energy, LLC",6.8 kW residential solar system to be installed on roof
RBLD-24-120,Residential Building Permit,Residential Building Permit,Other,8/1/2024 13:12,Residential,"343 EASTBURY AVE NE, NORTH CANTON, OH 44720",28550,"Ambia Energy, LLC",8.5 kW DC Roof Mounted Solar
HVAC-24-210,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/2/2024 13:25,Residential,"1588 ALEXANDRIA PKWY SE, CANTON, OH 44709",7723,SITTLER ENTERPRISES,REPLACING A/C
ROOF-24-114,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/2/2024 13:37,Residential,"553 W MAPLE ST, NORTH CANTON, OH 44720",7170.53,Eagle Eye Roofing,Reroof garage
ELCT-24-110,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",8/4/2024 19:51,Residential,"403 10TH ST NE, NORTH CANTON, OH 44720",2200,Mission Electric,"lights, switches and outlets"
ROOF-24-115,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/5/2024 12:39,Residential,"1219 WESTVIEW CIR SE, NORTH CANTON, OH 44720",20410.27,Royalty Roofs,Complete tear and re-roof
